Date,High,Low,Open,Close,Volume,Adj Close
1998-12-31,263.30126953125,257.8525695800781,261.69873046875,261.5384521484375,1564134.0,142.23345947265625
1999-01-04,265.3846130371094,255.12820434570312,259.9358825683594,257.8525695800781,2221674.0,140.22894287109375
1999-01-05,263.94232177734375,256.73077392578125,257.8525695800781,263.30126953125,1641003.0,143.19210815429688
1999-01-06,268.9102478027344,263.30126953125,264.4230651855469,268.4294738769531,2010216.0,145.98104858398438
1999-01-07,266.50640869140625,261.3782043457031,264.4230651855469,263.94232177734375,1596699.0,143.5407257080078
1999-01-08,265.54486083984375,257.3717956542969,263.78204345703125,262.5,1996839.0,142.75631713867188
1999-01-11,262.5,253.36538696289062,258.974365234375,255.60897827148438,2329041.0,139.0087432861328
1999-01-12,257.05126953125,249.03846740722656,255.12820434570312,250.64102172851562,2095041.0,136.3070526123047
1999-01-13,252.56410217285156,241.18589782714844,243.58973693847656,247.59616088867188,2745795.0,134.65106201171875
1999-01-14,251.92308044433594,246.9551239013672,248.71795654296875,248.87820434570312,1973751.0,135.34835815429688
1999-01-15,258.8141174316406,252.24359130859375,253.525634765625,258.3333435058594,2336217.0,140.49038696289062
1999-01-19,260.8974304199219,255.28846740722656,258.974365234375,260.0961608886719,1942317.0,141.4490203857422
1999-01-20,262.01922607421875,254.8076934814453,261.05767822265625,257.3717956542969,2348034.0,139.96746826171875
1999-01-21,259.6153869628906,253.84616088867188,257.3717956542969,254.64743041992188,1903980.0,138.4858856201172
1999-01-22,255.9294891357422,249.6794891357422,253.36538696289062,250.96153259277344,1888770.0,136.4812774658203
1999-01-25,259.9358825683594,251.28204345703125,251.28204345703125,257.69232177734375,1798251.0,140.14183044433594
1999-01-26,261.8589782714844,256.25,257.69232177734375,261.5384521484375,1886313.0,142.23345947265625
1999-01-27,264.1025695800781,260.25640869140625,263.78204345703125,260.25640869140625,1737762.0,141.53616333007812
1999-01-28,267.1474304199219,260.8974304199219,260.8974304199219,265.224365234375,1720641.0,144.2379608154297
1999-01-29,269.23077392578125,262.1794738769531,265.3846130371094,268.9102478027344,2168127.0,146.242431640625
